Student_ID,CGPA,Previous_Semester,Communication_Skills,Technical_Skills,Aptitude_Score,Projects_Completed,Internships,Certifications,Extracurricular_Activities,Backlogs,Soft_Skills,Programming_Skills,College_Tier,Stream,Placement,Package_LPA
STU06036,7.08,7.64,8.9,3.4,34.1,1,3,1,3.8,1,10.0,5.5,4,Computer Science,No,0.0
STU06037,8.04,8.28,4.1,2.6,45.8,3,2,0,5.3,0,8.6,3.6,3,Computer Science,No,0.0
STU06038,4.97,5.0,2.2,1.6,49.0,1,0,0,3.7,0,8.5,2.5,1,Civil,No,0.0
STU06039,7.98,7.63,9.8,4.9,53.1,2,3,1,7.3,0,10.0,5.8,4,Computer Science,Yes,16.04
STU06040,7.98,7.93,6.4,7.4,74.4,3,3,4,4.3,0,9.8,6.9,3,Computer Science,Yes,17.71
STU06041,8.14,8.23,6.2,6.0,45.1,3,3,1,3.9,0,8.2,6.6,2,Computer Science,Yes,18.0
STU06042,8.46,8.98,6.0,5.4,62.6,2,4,4,2.0,0,8.6,5.9,2,Mechanical,Yes,17.92
STU06043,9.64,9.2,8.9,6.9,80.4,6,3,5,6.2,0,10.0,7.2,3,Civil,Yes,18.0
STU06044,6.57,6.44,8.6,3.2,35.7,7,1,1,1.0,0,9.2,6.6,1,Electronics,No,0.0
STU06045,7.13,7.15,4.1,6.8,71.1,2,3,1,7.2,0,8.6,8.0,2,Electronics,Yes,18.0
STU06046,6.5,6.83,4.5,4.2,41.3,1,1,0,7.0,0,10.0,6.2,3,IT,No,0.0
STU06047,7.0,6.55,4.5,2.3,56.1,0,1,2,1.0,0,6.2,4.9,1,Computer Science,No,0.0
STU06048,8.84,8.18,7.6,5.9,56.6,7,2,5,4.0,0,10.0,5.9,1,Civil,Yes,18.0
STU06049,5.39,5.73,5.5,2.0,55.0,0,1,0,2.3,1,8.2,4.0,3,Computer Science,No,0.0
STU06050,5.97,5.21,6.6,1.4,45.4,0,1,0,1.6,1,6.8,2.9,3,Electronics,No,0.0
STU06051,8.65,9.29,7.5,3.8,88.4,3,4,5,6.0,0,10.0,7.2,3,Mechanical,Yes,16.94
STU06052,8.22,8.14,9.8,6.2,73.9,1,3,7,1.0,0,9.4,6.1,3,Computer Science,Yes,18.0
STU06053,6.56,5.79,3.8,2.5,56.5,3,0,1,1.6,0,8.0,7.9,3,Mechanical,No,0.0
STU06054,8.03,7.79,4.6,6.7,46.8,2,1,1,1.0,0,6.9,7.2,1,Electronics,Yes,17.71
STU06055,7.41,7.6,7.5,4.5,54.3,2,1,1,7.0,0,10.0,6.7,2,Electronics,Yes,12.08
STU06056,8.8,8.53,6.6,5.6,60.6,6,3,6,6.3,0,10.0,6.5,2,Computer Science,Yes,18.0
STU06057,7.09,7.1,3.0,1.2,51.0,4,3,2,3.0,0,7.3,5.5,4,IT,No,0.0
STU06058,8.23,8.6,5.5,6.9,61.6,4,2,0,1.8,0,10.0,6.5,2,Mechanical,Yes,16.7
STU06059,10.0,9.9,7.8,8.0,63.2,7,4,5,7.8,0,10.0,9.7,3,Computer Science,Yes,18.0
STU06060,7.72,7.25,4.6,4.3,53.9,1,1,2,3.5,0,8.1,5.5,2,Computer Science,No,0.0
STU06061,7.06,6.91,3.5,3.0,49.3,3,2,3,4.6,1,7.5,2.2,3,Computer Science,No,0.0
STU06062,7.87,8.58,5.4,7.0,44.8,1,2,2,4.1,0,8.2,6.5,2,Electronics,Yes,18.0
STU06063,6.56,7.4,3.1,2.2,56.1,0,0,1,3.5,0,6.9,4.2,2,Electronics,No,0.0
STU06064,9.87,8.86,8.2,7.0,75.6,7,4,9,4.7,0,9.9,7.5,4,Computer Science,Yes,18.0
STU06065,7.22,7.77,2.3,4.9,61.5,6,1,3,5.9,0,9.3,7.5,3,Computer Science,No,0.0
STU06066,6.67,6.8,4.9,5.3,53.2,3,1,1,4.3,0,8.5,5.5,2,IT,No,0.0
STU06067,6.0,6.46,5.0,2.5,21.4,1,0,0,2.7,1,6.4,5.8,3,IT,No,0.0
STU06068,8.32,8.04,5.9,4.7,50.6,2,3,0,1.0,0,6.5,6.3,4,Mechanical,No,0.0
STU06069,8.04,7.16,7.5,5.1,78.2,6,4,2,5.1,0,10.0,7.6,3,Electronics,Yes,17.41
STU06070,6.4,6.69,2.5,4.4,54.6,1,0,0,4.4,0,7.2,4.5,1,Computer Science,No,0.0
STU06071,7.69,7.22,4.5,6.2,36.1,4,2,2,6.3,0,10.0,8.4,3,Electronics,Yes,18.0
STU06072,5.19,4.5,3.1,1.0,41.2,1,1,0,2.0,2,6.2,4.2,1,Computer Science,No,0.0
STU06073,7.22,6.56,6.2,4.4,41.8,2,2,3,9.4,0,10.0,7.2,2,Computer Science,Yes,15.94
STU06074,7.54,7.84,5.8,2.9,29.2,2,3,2,1.0,0,6.0,4.2,3,Mechanical,No,0.0
STU06075,9.05,9.12,9.9,7.5,86.3,3,4,7,1.2,0,10.0,7.1,2,Mechanical,Yes,18.0
STU06076,6.08,6.47,3.1,3.4,43.5,4,0,2,5.5,2,7.2,6.3,4,Mechanical,No,0.0
STU06077,5.47,5.8,1.7,1.1,40.4,0,0,0,4.7,2,6.8,3.5,2,Civil,No,0.0
STU06078,5.93,5.72,6.8,4.6,26.4,1,2,1,1.0,1,7.3,5.1,2,Mechanical,No,0.0
STU06079,5.4,5.36,1.6,2.5,23.4,1,0,0,2.6,1,8.2,2.5,2,Computer Science,No,0.0
STU06080,8.6,8.34,7.3,6.2,43.7,2,4,0,2.1,0,7.7,7.3,1,IT,Yes,18.0
STU06081,8.86,8.75,5.0,6.0,81.9,4,3,4,2.7,0,9.4,6.7,3,Mechanical,Yes,18.0
STU06082,7.38,6.9,2.2,4.4,33.3,6,1,1,1.0,1,6.2,6.3,3,Civil,No,0.0
STU06083,8.47,8.67,5.6,5.3,81.2,2,4,2,1.6,0,8.8,4.9,3,Computer Science,Yes,17.6
STU06084,7.16,7.7,6.5,3.3,39.4,2,2,4,3.3,0,9.5,5.9,2,Civil,No,0.0
STU06085,6.89,6.48,3.1,5.3,34.4,1,1,1,7.0,1,9.2,5.5,2,Computer Science,No,0.0
STU06086,6.6,7.24,5.5,2.9,46.1,2,2,0,3.2,0,9.3,6.7,2,Computer Science,No,0.0
STU06087,6.63,6.69,5.8,2.9,38.8,1,1,5,4.5,0,10.0,4.6,4,Computer Science,No,0.0
STU06088,5.14,5.26,1.6,1.6,36.3,1,0,0,1.6,1,6.7,4.7,2,Electronics,No,0.0
STU06089,7.32,6.47,4.9,6.1,42.0,0,2,0,7.0,0,9.0,7.0,2,Civil,No,0.0
STU06090,6.95,6.05,7.3,5.3,45.8,0,2,1,2.7,0,9.3,4.3,2,Computer Science,No,0.0
STU06091,7.89,7.96,6.7,4.6,48.0,3,2,4,2.4,0,10.0,6.7,3,Computer Science,Yes,17.03
STU06092,7.11,7.5,4.7,5.6,61.2,4,1,3,7.0,0,8.5,5.0,2,Computer Science,No,0.0
STU06093,6.8,6.46,5.5,3.9,54.6,2,1,1,2.7,2,8.3,5.6,3,Mechanical,No,0.0
STU06094,5.95,6.79,3.1,1.7,44.6,1,1,2,3.6,0,7.2,3.5,3,Electronics,No,0.0
STU06095,7.09,7.46,6.7,3.5,63.4,1,2,4,7.1,1,10.0,4.8,4,Mechanical,No,0.0
STU06096,7.89,7.44,7.4,6.7,60.3,2,4,5,1.3,0,9.8,6.2,3,Computer Science,Yes,18.0
STU06097,5.63,5.65,4.1,4.9,41.2,2,0,1,3.0,1,6.8,5.8,2,Computer Science,No,0.0
STU06098,7.1,8.34,5.4,4.5,49.4,3,2,0,5.8,0,10.0,6.2,4,Computer Science,No,0.0
STU06099,7.28,6.66,3.7,3.7,43.6,3,3,2,3.1,0,6.6,3.4,3,Mechanical,No,0.0
STU06100,6.14,6.4,2.3,2.8,34.6,1,0,1,1.2,1,4.3,6.0,3,Mechanical,No,0.0
STU06101,6.29,6.13,3.9,2.2,46.1,5,0,1,5.3,0,7.8,5.4,2,Electronics,No,0.0
STU06102,7.28,7.63,5.1,3.6,64.5,4,3,2,4.9,0,7.0,5.1,1,Electronics,Yes,16.3
STU06103,5.64,6.27,5.5,1.5,46.0,0,0,1,1.8,0,8.1,4.0,3,Computer Science,No,0.0
STU06104,7.42,7.23,6.7,4.4,60.1,2,0,1,6.1,0,10.0,5.9,3,Computer Science,No,0.0
STU06105,5.93,6.49,4.4,2.9,28.2,1,0,0,1.0,0,3.7,7.0,2,Electronics,No,0.0
STU06106,8.28,9.39,7.8,5.4,66.5,3,1,0,4.1,0,10.0,6.9,1,Computer Science,Yes,16.22
STU06107,9.81,9.84,5.8,7.1,67.7,4,4,4,4.4,0,8.4,7.2,4,Mechanical,Yes,18.0
STU06108,5.97,6.36,5.8,3.7,43.9,1,0,2,1.0,1,8.1,4.8,2,Electronics,No,0.0
STU06109,7.64,7.34,4.3,4.5,61.7,5,2,2,5.8,0,8.1,5.6,1,Mechanical,Yes,17.38
STU06110,6.13,6.14,6.2,2.8,29.2,0,0,3,6.5,1,10.0,5.3,3,Electronics,No,0.0
STU06111,8.25,8.16,6.0,5.3,61.9,2,2,4,5.2,0,9.3,8.0,2,Computer Science,Yes,18.0
STU06112,5.48,5.88,1.0,4.0,40.7,1,1,0,3.2,0,7.0,6.2,2,Electronics,No,0.0
STU06113,7.58,8.18,6.6,4.1,66.6,4,3,0,4.3,0,8.5,6.2,3,Electronics,Yes,14.67
STU06114,5.95,5.9,5.4,3.5,35.4,2,0,0,1.9,1,7.0,5.3,1,Electronics,No,0.0
STU06115,6.75,7.52,4.1,2.8,47.3,2,1,2,1.0,0,6.0,6.1,4,Electronics,No,0.0
STU06116,5.76,6.53,3.5,2.9,42.1,0,1,0,1.4,0,8.0,5.1,2,Computer Science,No,0.0
STU06117,7.99,8.41,5.6,5.8,51.7,4,2,4,2.5,0,7.3,7.0,3,Computer Science,Yes,17.26
STU06118,6.0,5.74,1.3,4.1,35.6,0,0,0,1.0,0,5.5,3.9,1,Computer Science,No,0.0
STU06119,7.66,7.35,2.0,4.3,48.4,1,2,1,6.2,0,9.5,5.6,3,Computer Science,No,0.0
STU06120,6.59,6.18,6.6,2.2,45.2,2,1,1,2.4,0,7.1,5.1,3,Electronics,No,0.0
STU06121,6.86,7.33,3.7,2.9,69.8,3,1,3,4.9,0,8.4,3.9,1,Mechanical,No,0.0
STU06122,7.18,6.57,7.9,5.4,50.3,1,2,1,3.8,0,8.7,2.9,4,Electronics,No,0.0
STU06123,6.09,6.43,6.3,5.4,48.6,1,1,3,1.0,2,7.4,5.2,3,Electronics,No,0.0
STU06124,7.25,6.71,7.6,5.3,52.4,4,0,3,7.3,1,10.0,6.5,2,Computer Science,No,0.0
STU06125,8.84,9.25,5.5,4.7,61.0,2,4,1,6.1,0,9.2,7.2,2,Civil,Yes,18.0
STU06126,6.07,6.08,1.8,3.8,42.3,0,1,0,3.1,0,6.7,4.4,3,Electronics,No,0.0
STU06127,8.41,9.08,4.5,4.6,70.5,2,3,4,6.3,0,9.7,7.1,1,Mechanical,Yes,18.0
STU06128,8.8,9.37,5.8,5.7,63.8,3,4,3,7.5,0,10.0,6.2,3,Electronics,Yes,18.0
STU06129,6.02,6.74,1.0,3.0,40.2,0,0,0,1.6,0,5.8,2.3,2,Computer Science,No,0.0
STU06130,5.25,5.98,2.9,2.3,33.2,0,1,0,1.0,0,7.3,2.2,3,Computer Science,No,0.0
STU06131,7.36,7.43,5.0,4.5,41.0,1,2,0,4.0,0,9.9,6.0,2,Mechanical,No,0.0
STU06132,6.34,5.76,2.5,2.5,57.2,7,1,0,1.9,0,4.5,6.4,3,Electronics,No,0.0
STU06133,9.24,8.71,5.2,8.0,62.6,2,4,3,7.5,0,10.0,7.7,2,Electronics,Yes,18.0
STU06134,7.04,6.0,4.7,3.4,68.0,4,2,0,5.1,0,7.4,5.3,3,Mechanical,No,0.0
STU06135,6.04,5.5,4.8,4.4,45.3,1,3,1,2.1,0,6.8,5.2,3,Computer Science,No,0.0
STU06136,5.62,5.65,2.6,1.0,55.8,1,2,0,4.3,0,6.7,5.9,4,Computer Science,No,0.0
STU06137,8.31,8.03,6.5,5.8,58.1,2,3,2,1.0,0,7.3,6.3,2,Computer Science,Yes,17.96
STU06138,6.31,6.22,4.7,1.7,35.7,4,3,1,3.8,2,9.4,3.7,1,Computer Science,No,0.0
STU06139,7.05,7.3,5.1,3.1,62.9,1,1,3,4.1,0,9.2,6.2,1,IT,No,0.0
STU06140,8.15,8.0,4.9,4.8,52.5,4,3,3,1.6,0,6.9,7.1,4,Electronics,No,0.0
STU06141,6.42,5.86,2.5,5.1,60.8,1,2,2,1.2,0,5.5,6.5,4,Mechanical,No,0.0
STU06142,6.94,6.91,7.5,5.5,56.5,2,2,1,4.1,0,10.0,6.8,1,Electronics,No,0.0
STU06143,6.98,6.53,5.9,5.0,67.4,2,1,0,1.8,2,7.8,6.9,2,Mechanical,No,0.0
STU06144,7.82,7.68,7.2,5.0,44.8,3,2,5,4.2,0,8.1,4.6,2,Mechanical,Yes,18.0
STU06145,7.71,8.38,5.4,5.1,67.2,6,0,1,4.9,0,6.5,5.9,3,IT,No,0.0
STU06146,6.74,6.6,4.5,5.2,39.0,3,1,2,6.2,1,8.4,5.0,2,Computer Science,No,0.0
STU06147,7.08,7.97,5.8,4.9,21.9,2,3,2,6.8,2,10.0,4.1,2,Mechanical,No,0.0
STU06148,6.55,7.27,1.9,3.5,57.2,1,2,3,4.7,1,6.8,5.1,3,Electronics,No,0.0
STU06149,5.23,4.94,1.9,3.7,35.8,0,0,0,1.3,0,6.0,2.5,3,Mechanical,No,0.0
STU06150,7.31,6.75,4.1,5.3,64.0,0,1,2,2.7,0,6.8,4.7,3,Electronics,No,0.0
STU06151,9.27,9.24,6.1,7.0,69.3,2,4,5,6.4,0,10.0,6.6,2,Computer Science,Yes,18.0
STU06152,5.94,6.52,2.8,2.2,41.8,2,0,1,1.0,1,4.7,4.0,4,Computer Science,No,0.0
STU06153,6.07,5.82,4.8,2.2,60.5,0,1,0,3.0,0,7.5,2.9,2,Computer Science,No,0.0
STU06154,5.96,6.41,4.3,2.3,43.1,2,0,0,5.6,0,9.4,5.3,2,Electronics,No,0.0
STU06155,7.87,8.47,7.8,5.6,51.3,1,3,1,1.0,0,7.6,7.9,4,Computer Science,Yes,16.22
STU06156,7.54,7.15,9.1,5.7,53.3,4,3,2,5.1,0,10.0,5.9,3,Computer Science,Yes,16.75
STU06157,6.81,6.47,3.0,2.0,50.4,4,2,0,2.5,0,7.2,3.5,1,Computer Science,No,0.0
STU06158,5.9,6.26,4.3,1.0,20.0,0,0,1,2.2,0,7.5,2.9,4,Electronics,No,0.0
STU06159,7.11,7.19,5.3,3.0,56.8,0,1,1,1.0,0,8.1,6.7,2,Civil,No,0.0
STU06160,5.12,4.78,3.5,1.3,51.3,3,0,0,2.6,1,6.5,5.1,3,Electronics,No,0.0
STU06161,7.17,6.99,3.5,5.6,50.8,3,1,3,1.0,0,6.7,6.7,4,Computer Science,No,0.0
STU06162,8.05,8.01,4.5,4.9,53.4,2,1,1,3.1,0,7.0,6.0,2,Electronics,No,0.0
STU06163,5.5,4.72,4.2,2.5,42.7,1,2,0,1.3,1,6.0,5.8,4,IT,No,0.0
STU06164,5.16,5.54,2.1,2.3,56.2,1,0,0,1.0,2,4.5,3.9,3,Mechanical,No,0.0
STU06165,8.9,8.66,6.8,5.1,70.8,2,4,5,2.8,0,9.9,6.1,1,Mechanical,Yes,18.0
STU06166,6.27,4.88,4.0,4.9,46.7,2,0,1,1.0,0,5.5,6.9,1,Electronics,No,0.0
STU06167,8.36,8.35,6.3,4.8,56.2,3,3,2,2.8,0,7.6,7.1,3,Computer Science,Yes,17.47
STU06168,6.82,6.45,3.4,5.7,35.7,3,2,1,1.0,1,6.7,7.7,4,IT,No,0.0
STU06169,6.81,7.65,5.1,3.6,48.8,4,2,2,1.5,0,6.8,6.5,2,Computer Science,No,0.0
STU06170,7.53,7.24,4.1,4.2,54.7,2,2,3,4.6,0,9.2,5.1,3,Computer Science,No,0.0
STU06171,5.94,5.39,4.4,1.4,20.0,1,1,2,1.1,1,5.8,3.4,2,Computer Science,No,0.0
STU06172,7.16,7.41,7.1,4.4,42.6,3,4,1,3.0,0,8.5,4.4,1,Mechanical,Yes,18.0
STU06173,6.54,6.21,5.0,6.2,60.2,4,0,0,4.6,0,8.9,6.7,3,Computer Science,No,0.0
STU06174,5.42,5.03,4.2,2.6,34.3,2,2,0,3.5,0,6.5,6.0,3,Computer Science,No,0.0
STU06175,7.4,7.65,6.5,4.8,23.7,1,3,2,2.5,0,7.3,7.2,4,Computer Science,No,0.0
STU06176,6.68,6.16,2.6,2.8,66.7,2,0,3,3.6,0,5.3,4.7,3,Civil,No,0.0
STU06177,6.81,6.08,7.4,4.5,37.8,0,2,0,1.0,0,9.8,4.0,4,Computer Science,No,0.0
STU06178,5.55,6.41,2.3,2.4,32.8,0,0,0,1.0,6,4.7,3.6,4,Computer Science,No,0.0
STU06179,8.91,9.2,7.8,6.2,78.0,3,4,0,5.8,0,10.0,5.7,4,Computer Science,Yes,15.94
STU06180,8.05,7.92,7.0,5.9,49.5,1,2,2,5.3,0,9.6,4.6,2,Electronics,Yes,16.1
STU06181,8.16,8.16,4.6,3.2,35.6,4,1,3,3.3,0,7.9,3.5,1,Computer Science,No,0.0
STU06182,6.63,6.88,6.2,3.4,49.7,3,1,1,4.1,0,9.7,4.6,4,Mechanical,No,0.0
STU06183,4.92,5.41,4.1,1.0,42.9,2,0,0,2.1,1,7.1,2.3,3,Computer Science,No,0.0
STU06184,9.34,8.96,9.7,6.8,63.1,1,3,5,3.4,0,9.5,5.1,2,Mechanical,Yes,18.0
STU06185,6.93,7.11,5.2,3.0,48.0,1,1,2,5.3,1,8.8,4.8,2,Mechanical,No,0.0
STU06186,6.1,5.85,4.1,2.1,28.6,0,1,3,5.3,1,9.7,3.9,3,Computer Science,No,0.0
STU06187,7.5,7.41,4.6,3.0,42.1,4,2,2,3.1,0,8.7,7.2,3,Computer Science,No,0.0
STU06188,8.4,8.48,3.5,7.0,57.3,3,2,1,5.0,0,8.3,8.9,1,Computer Science,Yes,18.0
STU06189,6.97,6.97,4.5,3.2,57.5,2,1,2,1.2,1,8.8,6.1,1,Electronics,No,0.0
STU06190,8.53,8.9,5.8,5.1,63.4,0,4,8,1.0,0,8.1,6.6,3,Civil,Yes,18.0
STU06191,8.3,8.54,6.4,7.4,72.6,3,2,5,5.3,0,10.0,7.4,3,Computer Science,Yes,18.0
STU06192,5.71,4.96,1.8,3.1,59.5,0,0,0,1.0,0,6.6,5.2,3,Electronics,No,0.0
STU06193,6.19,5.51,4.0,1.0,54.2,0,0,0,4.5,0,7.7,3.8,3,IT,No,0.0
STU06194,8.15,7.97,6.8,7.0,40.1,4,2,3,2.6,0,10.0,8.2,3,Civil,Yes,18.0
STU06195,4.0,4.91,3.6,2.4,22.6,0,0,0,1.8,3,6.5,3.3,3,Computer Science,No,0.0
STU06196,6.82,6.39,2.1,5.6,59.1,2,1,4,1.9,0,7.0,6.4,2,Mechanical,No,0.0
STU06197,5.28,5.18,4.7,2.7,34.8,2,0,1,1.5,2,5.9,5.6,3,Computer Science,No,0.0
STU06198,6.43,6.16,4.2,2.0,26.0,3,0,2,1.0,0,7.2,3.6,3,Computer Science,No,0.0
STU06199,6.64,6.36,4.4,3.5,40.5,1,1,0,3.1,0,7.8,5.2,2,Electronics,No,0.0
STU06200,6.57,6.66,1.1,1.7,20.0,2,2,1,5.3,0,8.2,6.1,4,Mechanical,No,0.0
STU06201,6.34,7.04,6.7,2.2,41.4,2,3,1,1.3,0,7.8,5.4,2,Electronics,No,0.0
STU06202,5.68,5.91,4.2,1.1,31.2,1,0,1,1.0,0,6.5,3.6,3,IT,No,0.0
STU06203,9.75,9.35,4.9,6.5,67.7,2,3,4,8.0,0,10.0,7.8,1,Electronics,Yes,18.0
STU06204,9.24,10.0,7.4,6.9,82.1,4,4,3,6.5,0,8.5,8.2,1,Mechanical,Yes,18.0
STU06205,5.61,5.65,4.4,1.8,22.9,0,0,1,2.8,1,9.3,3.7,3,Mechanical,No,0.0
STU06206,8.9,8.61,8.4,5.7,56.6,4,4,3,3.6,0,10.0,4.9,3,Electronics,Yes,18.0
STU06207,6.52,7.23,4.2,3.1,32.5,0,1,0,1.0,1,6.8,5.0,1,Electronics,No,0.0
STU06208,7.16,6.93,5.1,6.0,64.1,1,2,5,1.1,0,8.1,6.6,3,Mechanical,No,0.0
STU06209,6.92,7.75,4.0,6.5,62.9,1,2,3,6.8,1,7.0,6.2,2,Mechanical,No,0.0
STU06210,6.21,5.77,5.3,2.5,48.0,1,1,0,1.7,1,5.2,2.1,3,Mechanical,No,0.0
STU06211,8.18,8.9,4.8,5.8,63.1,4,1,5,2.3,0,6.6,7.8,3,Computer Science,Yes,18.0
STU06212,7.15,7.25,3.8,3.2,36.8,2,2,3,5.3,0,9.9,4.1,1,Computer Science,No,0.0
STU06213,6.43,7.08,4.4,4.2,47.8,2,3,4,1.0,2,4.7,6.2,2,Computer Science,No,0.0
STU06214,5.43,6.38,1.9,1.5,24.0,3,0,0,2.3,2,6.2,5.6,3,Mechanical,No,0.0
STU06215,5.93,5.36,6.5,1.9,41.9,3,0,1,6.1,0,10.0,4.1,1,Electronics,No,0.0
STU06216,5.03,5.67,6.3,4.0,30.1,1,0,0,1.4,1,8.1,4.6,4,Electronics,No,0.0
STU06217,7.01,6.31,4.3,2.4,42.9,1,1,3,3.6,0,6.2,6.0,2,Computer Science,No,0.0
STU06218,5.56,5.04,1.8,1.0,38.8,1,0,1,1.5,2,6.4,1.0,1,Computer Science,No,0.0
STU06219,6.68,6.28,5.2,4.5,55.6,0,1,2,1.0,0,8.2,4.4,1,Mechanical,No,0.0
STU06220,8.64,8.89,5.6,5.5,84.4,4,2,1,3.6,0,10.0,4.7,4,Electronics,Yes,13.2
STU06221,8.44,8.46,7.9,5.0,68.1,4,2,4,5.1,0,8.2,4.2,2,Mechanical,Yes,14.75
STU06222,6.96,6.88,3.8,7.2,77.0,1,2,0,4.7,0,6.5,8.1,3,Electronics,No,0.0
STU06223,6.9,6.97,5.7,4.8,51.6,2,2,1,5.1,2,7.3,7.4,3,Civil,No,0.0
STU06224,9.26,9.56,7.0,6.6,89.5,1,4,8,7.2,0,9.7,5.7,2,Civil,Yes,18.0
STU06225,7.62,7.95,4.5,3.9,60.2,0,2,4,1.0,0,6.7,5.9,4,Electronics,No,0.0
STU06226,6.61,7.16,5.0,4.1,49.8,3,0,4,5.3,1,9.6,4.8,3,IT,No,0.0
STU06227,5.29,6.2,4.9,1.0,34.3,0,0,0,4.4,0,6.6,2.4,1,IT,No,0.0
STU06228,7.47,7.46,5.5,3.9,57.3,0,1,3,1.5,1,6.3,5.8,2,Computer Science,No,0.0
STU06229,8.0,7.74,5.9,5.2,63.2,2,1,1,4.5,0,9.3,5.3,3,IT,Yes,14.53
STU06230,6.24,6.55,3.1,3.3,26.9,2,1,3,3.1,0,6.7,5.6,2,Mechanical,No,0.0
STU06231,7.35,6.78,7.0,4.2,61.2,4,0,1,4.1,0,9.0,4.7,4,Mechanical,No,0.0
STU06232,6.56,6.22,6.2,2.6,28.7,4,0,2,1.5,0,8.1,4.8,3,IT,No,0.0
STU06233,6.78,7.28,4.2,4.8,56.7,0,2,2,3.4,1,6.5,5.3,4,Mechanical,No,0.0
STU06234,4.01,4.0,2.4,1.0,33.3,0,0,0,1.0,2,5.7,1.9,3,Civil,No,0.0
STU06235,6.73,6.13,6.9,3.3,64.9,2,2,1,6.9,0,10.0,5.2,3,Computer Science,No,0.0
STU06236,8.16,7.42,4.2,4.8,48.9,1,2,3,2.2,0,6.5,6.5,2,Electronics,No,0.0
STU06237,6.24,6.26,5.3,4.3,32.1,1,0,2,1.0,1,6.2,6.1,2,Electronics,No,0.0
STU06238,7.06,7.63,4.2,3.5,63.8,1,1,1,3.2,0,6.8,4.6,1,Computer Science,No,0.0
STU06239,6.09,6.65,6.9,3.4,29.8,4,0,4,2.2,0,9.1,5.1,1,Computer Science,No,0.0
STU06240,7.43,7.49,5.4,4.9,39.4,0,0,3,1.5,0,7.5,5.3,3,Computer Science,No,0.0
STU06241,6.74,7.74,6.7,1.5,50.4,0,0,1,4.7,2,9.3,2.9,3,Electronics,No,0.0
STU06242,5.87,5.82,3.0,2.6,40.4,1,1,0,2.0,0,5.5,5.2,1,Mechanical,No,0.0
STU06243,8.6,8.53,4.4,3.8,64.7,2,3,2,3.7,0,9.0,6.3,2,IT,No,0.0
STU06244,8.11,6.83,5.5,5.8,65.3,4,1,4,1.0,0,6.2,7.8,3,IT,No,0.0
STU06245,6.27,6.05,4.8,2.2,50.7,4,0,3,4.8,2,9.7,7.9,1,Electronics,No,0.0
STU06246,7.6,8.03,4.7,6.1,53.9,2,2,3,3.8,0,9.1,8.2,2,Mechanical,Yes,18.0
STU06247,7.64,8.42,6.6,4.6,55.7,2,1,1,7.1,0,10.0,5.3,2,Electronics,No,0.0
STU06248,7.77,7.35,5.3,4.0,55.4,2,4,2,5.5,0,9.9,5.3,3,Computer Science,No,0.0
STU06249,4.97,5.2,1.0,3.0,34.2,0,0,0,1.9,1,5.6,4.3,2,Civil,No,0.0
STU06250,8.21,8.73,6.8,4.4,43.0,2,3,3,4.1,0,9.1,5.3,3,Electronics,Yes,18.0
STU06251,6.32,6.33,3.1,4.3,53.6,0,2,1,2.2,1,6.4,5.6,2,Electronics,No,0.0
STU06252,6.57,5.43,4.1,4.0,59.1,2,2,2,2.5,0,8.0,5.3,3,Mechanical,No,0.0
STU06253,10.0,10.0,9.7,7.2,81.6,4,4,8,9.7,0,10.0,9.4,3,Mechanical,Yes,18.0
STU06254,7.36,7.74,7.9,2.8,59.6,1,0,5,1.0,0,9.0,5.6,4,Mechanical,No,0.0
STU06255,6.54,6.07,3.8,4.9,34.4,3,3,1,2.6,0,7.9,5.5,4,Mechanical,No,0.0
STU06256,4.35,4.22,3.7,1.4,20.0,0,0,0,1.0,2,6.7,3.2,1,Mechanical,No,0.0
STU06257,8.67,8.09,5.5,5.1,73.3,1,4,6,1.0,0,8.3,5.9,1,Electronics,Yes,18.0
STU06258,5.39,4.1,3.3,2.4,37.5,3,1,0,3.0,1,7.1,4.8,4,Computer Science,No,0.0
STU06259,5.8,6.31,3.1,3.8,42.4,1,1,0,2.4,1,7.8,6.8,2,Electronics,No,0.0
STU06260,6.6,6.6,2.1,3.7,49.4,1,3,2,3.3,0,7.5,4.9,3,IT,No,0.0
STU06261,8.7,9.5,6.5,6.3,66.7,2,3,8,8.0,0,10.0,8.0,1,Computer Science,Yes,18.0
STU06262,7.93,8.36,6.2,6.4,65.2,4,3,5,1.7,0,6.5,8.5,2,Civil,Yes,18.0
STU06263,6.81,6.63,3.8,5.6,47.3,3,2,2,8.8,0,10.0,8.6,3,Mechanical,Yes,15.87
STU06264,7.37,7.33,6.9,4.3,30.1,3,1,3,1.9,0,9.1,6.1,1,Computer Science,No,0.0
STU06265,6.28,6.56,3.8,1.5,52.5,2,1,0,1.0,0,6.3,2.6,1,Computer Science,No,0.0
STU06266,7.17,7.65,4.2,2.6,58.3,2,2,2,3.1,0,8.0,6.0,2,IT,No,0.0
STU06267,7.09,7.25,5.9,3.3,35.2,1,3,0,4.9,0,10.0,5.0,3,Electronics,No,0.0
STU06268,8.16,8.71,3.6,4.3,45.3,3,2,3,3.5,0,6.6,6.3,1,Computer Science,No,0.0
STU06269,8.16,8.01,7.3,3.4,69.9,4,4,4,3.7,0,9.5,6.6,1,Electronics,Yes,18.0
STU06270,7.59,7.09,4.9,6.9,68.1,6,3,5,5.4,0,10.0,7.6,3,Civil,Yes,17.8
